set_name,source,tier,category_primary,category,method,fgsea_eligible,gsva_eligible,size_mouse,size_human,n_unmapped_to_human,n_unmapped_from_human,description,notes
MG_BASAL_PAL2017,PAL2017,mammary_atlas,Mammary_development,Basal,both,TRUE,TRUE,200,183,17,NA,Pal-Visvader-2017 Basal-Luminal signature set | Suppl3 | adult | both,NA
MG_BASAL_PAL2017_CIV,PAL2017,mammary_atlas,Mammary_development,Basal,both,TRUE,TRUE,26,26,0,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | adult | both,NA
MG_BASAL_PAL2017_CVI,PAL2017,mammary_atlas,Mammary_development,Basal,both,TRUE,TRUE,43,43,0,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | pubertal | both,NA
MG_BASAL_PAL2017_CVII,PAL2017,mammary_atlas,Mammary_development,Basal,both,TRUE,TRUE,30,29,1,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | adult | both,NA
MG_BASAL_SAEKI,SAEKI,mammary_atlas,Mammary_development,Basal,both,TRUE,TRUE,303,279,26,NA,Saeki-et-al 2021 integrated cluster markers | Suppl4 | integrated | both,NA
MG_BASAL_SAEKI_GSVA,SAEKI,mammary_atlas,Mammary_development,Basal (S4 pseudotime),gsva,TRUE,TRUE,240,220,23,NA,Saeki-et-al 2021 scGSVA differentiation-status signatures | Suppl6 | integrated | gsva,NA
MG_BMYO_CONSENSUS,CONSENSUS,mammary_atlas,Mammary_development,BASAL consensus (BMYO),both,TRUE,TRUE,195,181,15,NA,"Cross-source majority-vote consensus (>= 3/6 sources) | mature BASAL state -> BMYO (Gray-2025 vocabulary, doi:10.1016/j.devcel.2025.06.032) | sources: GARCIASOLA, GIRADDI, GRAY, HENRY, PAL2017, SAEKI | both",NA
MG_CLUSTER6_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,Cluster6_open,gsva,TRUE,TRUE,50,48,2,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_CLUSTER_1_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 1 (hormone-sensing),gsva,TRUE,TRUE,137,122,16,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_2_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 2 (alveolar),gsva,TRUE,TRUE,45,39,6,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_3_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 3 (alveolar),gsva,TRUE,TRUE,113,86,27,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_4_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 4 (stromal),gsva,TRUE,TRUE,182,169,14,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_5_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 5 (luminal),gsva,TRUE,TRUE,47,44,3,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_6_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 6 (basal),gsva,TRUE,TRUE,26,20,6,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_7_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 7 (proliferating),gsva,TRUE,TRUE,109,101,10,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_8_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 8 (mixed/secretory),gsva,TRUE,TRUE,38,25,13,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_9_SCHEELE,SCHEELE,mammary_atlas,Mammary_development,StemID cluster 9 (basal),gsva,TRUE,TRUE,42,39,3,NA,Scheele-et-al 2017 StemID pubertal cluster markers | Suppl1 | pubertal | gsva,NA
MG_CLUSTER_III_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster III,both,FALSE,TRUE,14,12,2,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | embryonic/pubertal | both,NA
MG_CLUSTER_II_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster II,both,TRUE,TRUE,41,38,3,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | embryonic | both,NA
MG_CLUSTER_IV_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster IV,both,TRUE,TRUE,38,36,2,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | pubertal | both,NA
MG_CLUSTER_I_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster I,both,FALSE,TRUE,8,8,0,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | embryonic | both,NA
MG_CLUSTER_VI_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster VI,both,TRUE,TRUE,23,18,5,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | adult/pregnancy | both,NA
MG_CLUSTER_V_PAL2017,PAL2017,mammary_atlas,Mammary_development,Timeline cluster V,both,TRUE,TRUE,29,27,2,NA,Pal-Visvader 2017 all timeline cluster signatures | Suppl2 | adult | both,NA
MG_FETAL_BA_LIKE_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,fetal_Ba-like_open,gsva,TRUE,TRUE,46,44,2,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_FETAL_CLOSED_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,Fetal_closed,gsva,TRUE,TRUE,300,280,24,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_FETAL_LP_LIKE_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,fetal_LP-like_open,gsva,TRUE,TRUE,19,17,2,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_FETAL_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,Fetal_open,gsva,TRUE,TRUE,300,282,19,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_FMASC_5A_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,fMaSC subcluster 5a (Group 5a),gsva,FALSE,TRUE,1253,1172,88,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | embryonic | gsva,NA
MG_FMASC_5B_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,fMaSC subcluster 5b (Group 5b),gsva,FALSE,TRUE,683,622,66,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | embryonic | gsva,NA
MG_FMASC_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,fMaSC NMF signature,gsva,FALSE,TRUE,857,796,64,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | embryonic | gsva,NA
MG_HEVSLE_AP_GRAY_DN,GRAY,mammary_atlas,Mammary_development,HE vs LE (AP),both,TRUE,TRUE,150,127,26,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HEVSLE_AP_GRAY_UP,GRAY,mammary_atlas,Mammary_development,HE vs LE (AP),both,TRUE,TRUE,150,136,14,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HEVSLE_BA_GRAY_DN,GRAY,mammary_atlas,Mammary_development,HE vs LE (BA),both,TRUE,TRUE,150,137,13,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HEVSLE_BA_GRAY_UP,GRAY,mammary_atlas,Mammary_development,HE vs LE (BA),both,TRUE,TRUE,150,138,12,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HEVSLE_HS_GRAY_DN,GRAY,mammary_atlas,Mammary_development,HE vs LE (HS),both,TRUE,TRUE,150,114,38,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HEVSLE_HS_GRAY_UP,GRAY,mammary_atlas,Mammary_development,HE vs LE (HS),both,TRUE,TRUE,150,132,17,NA,Gray-Brugge lineage subtype signature set | Suppl2 | adult | both,NA
MG_HOR_SAEKI_GSVA,SAEKI,mammary_atlas,Mammary_development,Luminal hormone-sensing (S1 pseudotime),gsva,TRUE,TRUE,200,174,29,NA,Saeki-et-al 2021 scGSVA differentiation-status signatures | Suppl6 | integrated | gsva,NA
MG_HS_C0_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,0,both,TRUE,TRUE,200,157,44,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C1_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,1,both,TRUE,TRUE,200,157,47,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C2_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,2,both,TRUE,TRUE,186,159,32,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C3_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,3,both,TRUE,TRUE,200,174,24,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C4_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,4,both,TRUE,TRUE,200,185,17,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C5_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,5,both,TRUE,TRUE,200,178,24,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C6_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,6,both,TRUE,TRUE,200,169,33,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C7_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,7,both,TRUE,TRUE,200,181,20,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C8_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,8,both,TRUE,TRUE,200,184,20,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_C9_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,9,both,TRUE,TRUE,200,180,25,NA,Garcia-Sola-et-al 2021 HS-trajectory cluster markers | Suppl2 | integrated | both,NA
MG_HS_GRAY,GRAY,mammary_atlas,Mammary_development,Hormone-sensing,gsva,FALSE,TRUE,556,467,90,NA,Gray-Brugge major type signature set | Suppl1 | adult | gsva,NA
MG_IMMUNE_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,Immune NMF signature,gsva,TRUE,TRUE,282,257,22,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | developmental | gsva,NA
MG_INMUNO_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Inmuno,both,TRUE,TRUE,200,176,26,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LALV_SAEKI,SAEKI,mammary_atlas,Mammary_development,Luminal alveolar (mature),both,TRUE,TRUE,212,193,19,NA,Saeki-et-al 2021 integrated cluster markers | Suppl4 | integrated | both,NA
MG_LAPRO_SAEKI,SAEKI,mammary_atlas,Mammary_development,Luminal alveolar progenitor,both,TRUE,TRUE,232,208,26,NA,Saeki-et-al 2021 integrated cluster markers | Suppl4 | integrated | both,NA
MG_LASP_CONSENSUS,CONSENSUS,mammary_atlas,Mammary_development,ALV consensus (LASP),both,TRUE,TRUE,222,201,20,NA,"Cross-source majority-vote consensus (>= 2/4 sources) | mature ALV state -> LASP (Gray-2025 vocabulary, doi:10.1016/j.devcel.2025.06.032) | sources: GARCIASOLA, GRAY, HENRY, SAEKI | both",NA
MG_LHOR_SAEKI,SAEKI,mammary_atlas,Mammary_development,Luminal hormone-sensing (mature),both,TRUE,TRUE,215,187,27,NA,Saeki-et-al 2021 integrated cluster markers | Suppl4 | integrated | both,NA
MG_LHPRO_SAEKI,SAEKI,mammary_atlas,Mammary_development,Luminal hormone-sensing progenitor,both,TRUE,TRUE,210,189,24,NA,Saeki-et-al 2021 integrated cluster markers | Suppl4 | integrated | both,NA
MG_LHS_CONSENSUS,CONSENSUS,mammary_atlas,Mammary_development,HR consensus (LHS),both,TRUE,TRUE,254,231,23,NA,"Cross-source majority-vote consensus (>= 2/4 sources) | mature HR state -> LHS (Gray-2025 vocabulary, doi:10.1016/j.devcel.2025.06.032) | sources: GARCIASOLA, GRAY, HENRY, SAEKI | force-included: Esr1 | both",NA
MG_LP_CLOSED_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,LP_closed,gsva,TRUE,TRUE,300,275,26,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_LP_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,LP_open,gsva,TRUE,TRUE,300,284,16,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_LP_PAL2017_CIII,PAL2017,mammary_atlas,Mammary_development,Luminal progenitor (CD55+),both,TRUE,TRUE,15,15,0,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | pubertal | both,NA
MG_LUMINAL_ALVPROG_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_AlvProg,both,TRUE,TRUE,200,171,30,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LUMINAL_ALVSEC_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_AlvSec,both,TRUE,TRUE,200,169,32,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LUMINAL_BALANCER_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,Luminal balancer signature,gsva,TRUE,TRUE,477,440,38,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | adult | gsva,NA
MG_LUMINAL_CD133NEG_HENRY,HENRY,mammary_atlas,Mammary_development,Luminal CD133- MECs,both,TRUE,TRUE,48,38,11,NA,Henry-et-al 2021 consensus lineage signatures | Suppl1 | adult | both,NA
MG_LUMINAL_CD133POS_HENRY,HENRY,mammary_atlas,Mammary_development,Luminal CD133+ MECs,both,TRUE,TRUE,40,35,4,NA,Henry-et-al 2021 consensus lineage signatures | Suppl1 | adult | both,NA
MG_LUMINAL_CD61POS_HENRY,HENRY,mammary_atlas,Mammary_development,Luminal CD61+ MECs,both,TRUE,TRUE,63,59,5,NA,Henry-et-al 2021 consensus lineage signatures | Suppl1 | adult | both,NA
MG_LUMINAL_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,Adult luminal NMF signature,gsva,TRUE,TRUE,303,272,31,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | adult | gsva,NA
MG_LUMINAL_HORMSENSDIF_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_HormSensDif,both,TRUE,TRUE,200,178,22,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LUMINAL_HORMSENSINT_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_HormSensInt,both,TRUE,TRUE,200,179,23,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LUMINAL_HORMSENSPROG_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_HormSensProg,both,TRUE,TRUE,200,181,20,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_LUMINAL_PAL2017,PAL2017,mammary_atlas,Mammary_development,Luminal,both,TRUE,TRUE,200,182,19,NA,Pal-Visvader-2017 Basal-Luminal signature set | Suppl3 | adult | both,NA
MG_LUMINAL_PAL2017_CI,PAL2017,mammary_atlas,Mammary_development,Luminal (Luminal1),both,TRUE,TRUE,31,28,3,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | pubertal | both,NA
MG_LUMINAL_PAL2017_CII,PAL2017,mammary_atlas,Mammary_development,Luminal (Luminal2),both,TRUE,TRUE,23,20,3,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | adult | both,NA
MG_LUMINAL_PROGENITOR_GARCIASOLA,GARCIASOLA,mammary_atlas,Mammary_development,Luminal_Progenitor,both,TRUE,TRUE,200,184,16,NA,Garcia-Sola-et-al 2021 cell-type cluster markers | Suppl1 | integrated | both,NA
MG_MASC_CD1DPOS_HENRY,HENRY,mammary_atlas,Mammary_development,CD1d+ MaSCs,both,TRUE,TRUE,63,48,15,NA,Henry-et-al 2021 consensus lineage signatures | Suppl1 | adult | both,NA
MG_MATRIX_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,Matrix (stromal) NMF signature,gsva,TRUE,TRUE,259,248,11,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | developmental | gsva,NA
MG_MEC_C10_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 10 (luminal alveolar),both,TRUE,TRUE,199,181,19,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C11_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 11,both,TRUE,TRUE,32,26,6,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C12_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 12,both,TRUE,TRUE,200,176,29,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C13_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 13,both,TRUE,TRUE,200,188,12,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C14_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 14,both,TRUE,TRUE,200,181,18,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C15_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 15,both,TRUE,TRUE,157,141,18,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C1_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 1 (basal),both,TRUE,TRUE,200,180,21,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C2_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 2 (luminal alveolar),both,TRUE,TRUE,112,97,15,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C3_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 3 (luminal hormone-sensing),both,TRUE,TRUE,200,177,24,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C4_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 4 (luminal alveolar),both,TRUE,TRUE,116,106,9,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C5_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 5 (luminal alveolar),both,TRUE,TRUE,144,130,13,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C6_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 6 (luminal hormone-sensing),both,TRUE,TRUE,181,169,13,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C7_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 7 (luminal hormone-sensing),both,TRUE,TRUE,70,64,6,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C8_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 8 (basal),both,TRUE,TRUE,199,182,15,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MEC_C9_HENRY,HENRY,mammary_atlas,Mammary_development,mEC cluster 9 (luminal hormone-sensing),both,TRUE,TRUE,195,183,15,NA,Henry-et-al 2021 mEC cluster markers | Suppl2 | adult | both,NA
MG_MIXED_PAL2017_CV,PAL2017,mammary_atlas,Mammary_development,Mixed-lineage,both,TRUE,TRUE,57,54,3,NA,Pal-Visvader-2017 Adult-Pubertal clusters signature set | Suppl4 | pubertal | both,NA
MG_ML_CLOSED_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,ML_closed,gsva,TRUE,TRUE,300,274,25,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_ML_OPEN_CHUNG_ATAC,CHUNG,mammary_atlas,Mammary_development,ML_open,gsva,TRUE,TRUE,300,279,25,NA,Chung-et-al 2019 ATAC-seq cluster-specific open/closed genes | Suppl3 | developmental | gsva,NA
MG_MMPR_6A_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,MMPr subcluster 6a (Group 6a),gsva,FALSE,TRUE,1022,941,82,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | postnatal | gsva,NA
MG_MMPR_6B_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,MMPr subcluster 6b (Group 6b),gsva,FALSE,TRUE,1049,980,77,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | postnatal | gsva,NA
MG_MMPR_GIRADDI,GIRADDI,mammary_atlas,Mammary_development,MMPr NMF signature,gsva,TRUE,TRUE,234,211,24,NA,Giraddi-et-al 2018 NMF signature | Suppl3 | postnatal | gsva,NA
MG_MNEC_C10_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 10,both,TRUE,TRUE,200,175,29,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C11_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 11,both,TRUE,TRUE,200,188,12,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C12_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 12,both,TRUE,TRUE,200,182,17,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C13_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 13,both,TRUE,TRUE,156,140,18,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C14_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 14,both,TRUE,TRUE,85,74,13,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C15_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 15,both,TRUE,TRUE,157,141,18,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C1_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 1,both,TRUE,TRUE,200,187,14,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C2_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 2,both,TRUE,TRUE,200,164,38,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C3_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 3,both,TRUE,TRUE,200,163,40,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C4_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 4,both,TRUE,TRUE,200,182,19,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C5_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 5,both,TRUE,TRUE,200,184,19,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C6_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 6,both,TRUE,TRUE,54,48,5,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C7_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 7,both,TRUE,TRUE,200,183,15,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C8_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 8,both,TRUE,TRUE,200,192,11,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_MNEC_C9_HENRY,HENRY,mammary_atlas,Mammary_development,mNEC cluster 9,both,TRUE,TRUE,168,155,12,NA,Henry-et-al 2021 mNEC cluster markers | Suppl5 | adult | both,NA
MG_SIG_EGFR_REACTOME,MSIGDB,mammary_atlas,Mammary_development,signalling: EGF/ERBB,both,TRUE,TRUE,29,29,0,NA,EGF/ERBB signalling axis | MSigDB REACTOME_SIGNALING_BY_EGFR (C2 CP:REACTOME) | both,NA
MG_SIG_EGF_WP,MSIGDB,mammary_atlas,Mammary_development,signalling: EGF/ERBB,both,TRUE,TRUE,99,97,2,NA,EGF/ERBB signalling axis | MSigDB WP_EGFEGFR_SIGNALING (C2 CP:WIKIPATHWAYS) | both,NA
MG_SIG_ERBB1_PID,MSIGDB,mammary_atlas,Mammary_development,signalling: EGF/ERBB,both,TRUE,TRUE,67,65,2,NA,EGF/ERBB signalling axis | MSigDB PID_ERBB1_DOWNSTREAM_PATHWAY (C2 CP:PID) | both,NA
MG_SIG_ERBB_KEGG,MSIGDB,mammary_atlas,Mammary_development,signalling: EGF/ERBB,both,TRUE,TRUE,52,52,0,NA,EGF/ERBB signalling axis | MSigDB KEGG_ERBB_SIGNALING_PATHWAY (C2 CP:KEGG_LEGACY) | both,NA
MG_SIG_ER_HALLMARK_EARLY,MSIGDB,mammary_atlas,Mammary_development,signalling: Estrogen/ER,both,TRUE,TRUE,200,196,4,NA,Estrogen/ER signalling axis | MSigDB HALLMARK_ESTROGEN_RESPONSE_EARLY (H ) | both,NA
MG_SIG_ER_HALLMARK_LATE,MSIGDB,mammary_atlas,Mammary_development,signalling: Estrogen/ER,both,TRUE,TRUE,206,194,6,NA,Estrogen/ER signalling axis | MSigDB HALLMARK_ESTROGEN_RESPONSE_LATE (H ) | both,NA
MG_SIG_ER_REACTOME,MSIGDB,mammary_atlas,Mammary_development,signalling: Estrogen/ER,both,TRUE,TRUE,61,61,2,NA,Estrogen/ER signalling axis | MSigDB REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION (C2 CP:REACTOME) | both,NA
MG_SIG_ER_WP,MSIGDB,mammary_atlas,Mammary_development,signalling: Estrogen/ER,both,TRUE,TRUE,19,19,0,NA,Estrogen/ER signalling axis | MSigDB WP_ESTROGEN_SIGNALING (C2 CP:WIKIPATHWAYS) | both,NA
MG_SIG_FGFR2_REACTOME,MSIGDB,mammary_atlas,Mammary_development,signalling: FGF,both,TRUE,TRUE,38,40,0,NA,FGF signalling axis | MSigDB REACTOME_SIGNALING_BY_FGFR2 (C2 CP:REACTOME) | both,NA
